building_id,measurement_end_date,measurement_start_date,energystar_score,fuel_type,number_of_stories,number_of_occupants,primary_building_type,floor_area_sqft,vintage,weather_file_name_epw,weather_file_name_ddy
BUILDING ID 33,31/12/13 23:00,1/1/2013 0:00,,,,,College Classroom,5389.48473,,temporary.epw,temporary.ddy
BUILDING ID 34,31/12/12 23:00,1/1/2012 0:00,,,,,Primary/Secondary Classroom,129663,,temporary.epw,temporary.ddy
BUILDING ID 35,31/12/12 23:00,1/1/2012 0:00,,,,,Primary/Secondary Classroom,274418,,temporary.epw,temporary.ddy
BUILDING ID 36,31/12/12 23:00,1/1/2012 0:00,,,,,Office,1675720,,temporary.epw,temporary.ddy
BUILDING ID 37,30/11/15 23:00,1/12/2014 0:00,,Gas,1,269,Primary/Secondary Classroom,22948.6348,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 38,31/12/12 23:00,1/1/2012 0:00,,,,,Office,191554,,temporary.epw,temporary.ddy
BUILDING ID 39,30/11/15 23:00,1/12/2014 0:00,,Gas,2,293,Primary/Secondary Classroom,31613.5743,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 40,31/01/13 23:00,2/2/2012 0:00,,,,,Primary/Secondary Classroom,129166.8,,temporary.epw,temporary.ddy
BUILDING ID 41,31/12/12 23:00,1/1/2012 0:00,,,,,Office,169420,,temporary.epw,temporary.ddy
BUILDING ID 42,30/11/15 23:00,1/12/2014 0:00,,Gas,1,,Primary/Secondary Classroom,23163.9128,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 43,30/11/15 23:00,1/12/2014 0:00,,Gas,2,,Office,7879.1748,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 44,31/01/13 23:00,2/2/2012 0:00,,,,,Dormitory,129166.8,,temporary.epw,temporary.ddy
BUILDING ID 45,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,477724,,temporary.epw,temporary.ddy
BUILDING ID 46,30/11/15 23:00,1/12/2014 0:00,,Oil,2,0,Office,16597.9338,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 47,31/12/12 23:00,1/1/2012 0:00,,,,,Office,318130,,temporary.epw,temporary.ddy
BUILDING ID 48,31/01/13 23:00,2/2/2012 0:00,,,,,Primary/Secondary Classroom,129166.8,,temporary.epw,temporary.ddy
BUILDING ID 49,31/01/13 23:00,2/2/2012 0:00,,,,,Primary/Secondary Classroom,129166.8,,temporary.epw,temporary.ddy
BUILDING ID 50,30/11/15 23:00,1/12/2014 0:00,,Gas,6,,Office,47727.1326,1928,temporary.epw,temporary.ddy
BUILDING ID 51,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,96336,1913,temporary.epw,temporary.ddy
BUILDING ID 52,31/12/12 23:00,1/1/2012 0:00,,,,,Office,476246,,temporary.epw,temporary.ddy
BUILDING ID 53,31/12/12 23:00,1/1/2012 0:00,,,,,Office,428277,,temporary.epw,temporary.ddy
BUILDING ID 54,31/12/13 23:00,1/1/2013 0:00,,,,,College Classroom,350333.7297,,temporary.epw,temporary.ddy
BUILDING ID 55,30/11/15 23:00,1/12/2014 0:00,,Gas,2,414,Primary/Secondary Classroom,27684.7508,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 56,31/12/12 23:00,1/1/2012 0:00,,,,,Office,185847,,temporary.epw,temporary.ddy
BUILDING ID 57,30/11/15 23:00,1/12/2014 0:00,,Gas,2,230,Primary/Secondary Classroom,23185.4406,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 58,30/11/15 23:00,1/12/2014 0:00,,Gas,2,64,Primary/Secondary Classroom,42883.3776,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 59,31/12/12 23:00,1/1/2012 0:00,,,,,Office,179665,,temporary.epw,temporary.ddy
BUILDING ID 60,30/11/15 23:00,1/12/2014 0:00,,Gas,2,,Office,12206.2626,post 1976,temporary.epw,temporary.ddy
BUILDING ID 61,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,40629,1975,temporary.epw,temporary.ddy
BUILDING ID 62,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,31415,1912,temporary.epw,temporary.ddy
BUILDING ID 63,30/11/15 23:00,1/12/2014 0:00,,Gas,1,396,Primary/Secondary Classroom,20203.8403,post 1976,temporary.epw,temporary.ddy
BUILDING ID 64,30/11/15 23:00,1/12/2014 0:00,,Gas,2,,Primary/Secondary Classroom,23486.8298,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 65,30/11/15 23:00,1/12/2014 0:00,,Gas,4,1173,Primary/Secondary Classroom,95432.7374,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 66,30/11/15 23:00,1/12/2014 0:00,,Gas,3,517,Primary/Secondary Classroom,31635.1021,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 67,30/11/15 23:00,1/12/2014 0:00,,Gas,1,515,Primary/Secondary Classroom,28190.6541,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 68,30/11/15 23:00,1/12/2014 0:00,,Gas,2,348,Primary/Secondary Classroom,27663.223,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 69,30/11/15 23:00,1/12/2014 0:00,,Gas,2,304,Primary/Secondary Classroom,30300.3785,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 70,30/11/15 23:00,1/12/2014 0:00,,Gas,1,101,Primary/Secondary Classroom,7922.2304,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 71,30/11/15 23:00,1/12/2014 0:00,,Gas,2,441,Primary/Secondary Classroom,25133.7065,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 72,30/11/15 23:00,1/12/2014 0:00,,Gas,4,29,Primary/Secondary Classroom,12087.8597,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 73,30/11/15 23:00,1/12/2014 0:00,,Gas,1,317,Primary/Secondary Classroom,34562.8829,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 74,30/11/15 23:00,1/12/2014 0:00,,Gas,2,315,Primary/Secondary Classroom,27501.7645,post 1976,temporary.epw,temporary.ddy
BUILDING ID 75,30/11/15 23:00,1/12/2014 0:00,,Gas,2,387,Primary/Secondary Classroom,22184.3979,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 76,30/11/15 23:00,1/12/2014 0:00,,Gas,1,171,Primary/Secondary Classroom,14025.3617,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 77,30/04/15 23:00,1/5/2014 0:00,,,,,Office,33401,,temporary.epw,temporary.ddy
BUILDING ID 78,30/11/15 23:00,1/12/2014 0:00,,Gas,3,241,Primary/Secondary Classroom,26027.1102,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 79,30/11/15 23:00,1/12/2014 0:00,,Gas,2,427,Primary/Secondary Classroom,25865.6517,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 80,30/11/15 23:00,1/12/2014 0:00,,Gas,4,1164,Primary/Secondary Classroom,126045.269,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 81,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,23232,1871,temporary.epw,temporary.ddy
BUILDING ID 82,30/11/15 23:00,1/12/2014 0:00,,Gas,2,284,Primary/Secondary Classroom,28825.7242,post 1976,temporary.epw,temporary.ddy
BUILDING ID 83,30/11/15 23:00,1/12/2014 0:00,,Gas,2,235,Primary/Secondary Classroom,11603.4842,1919-1945,temporary.epw,temporary.ddy
BUILDING ID 84,30/11/15 23:00,1/12/2014 0:00,,Gas,1,40,Primary/Secondary Classroom,12970.4995,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 85,30/11/15 23:00,1/12/2014 0:00,,Gas,3,353,Primary/Secondary Classroom,33981.6323,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 86,30/11/15 23:00,1/12/2014 0:00,,Gas,2,383,Primary/Secondary Classroom,31871.9079,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 87,31/12/12 23:00,1/1/2012 0:00,,,,,College Laboratory,203787,1999,temporary.epw,temporary.ddy
BUILDING ID 88,30/11/15 23:00,1/12/2014 0:00,,Gas,1,235,Primary/Secondary Classroom,11463.5535,post 1976,temporary.epw,temporary.ddy
BUILDING ID 89,30/11/15 23:00,1/12/2014 0:00,,Gas,2,359,Primary/Secondary Classroom,29148.6412,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 90,30/11/15 23:00,1/12/2014 0:00,,Gas,2,1104,Primary/Secondary Classroom,137045.9748,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 91,30/11/15 23:00,1/12/2014 0:00,,Gas,1,201,Primary/Secondary Classroom,11689.5954,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 92,30/11/15 23:00,1/12/2014 0:00,,Gas,2,300,Primary/Secondary Classroom,18696.8943,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 93,30/11/15 23:00,1/12/2014 0:00,,Gas,2,583,Primary/Secondary Classroom,32194.8249,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 94,30/11/15 23:00,1/12/2014 0:00,,Gas,3,,College Classroom,109070.5987,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 95,30/04/15 23:00,1/5/2014 0:00,100,,,,Office,20864,,temporary.epw,temporary.ddy
BUILDING ID 96,31/12/12 23:00,1/1/2012 0:00,,,,,College Classroom,57600,1948,temporary.epw,temporary.ddy
BUILDING ID 97,30/11/15 23:00,1/12/2014 0:00,,Gas,2,1071,Primary/Secondary Classroom,88855.9945,post 1976,temporary.epw,temporary.ddy
BUILDING ID 98,30/11/15 23:00,1/12/2014 0:00,,Gas,3,489,Primary/Secondary Classroom,29891.3503,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 99,30/11/15 23:00,1/12/2014 0:00,,Gas,1,313,Primary/Secondary Classroom,24089.6082,post 1976,temporary.epw,temporary.ddy
BUILDING ID 100,30/11/15 23:00,1/12/2014 0:00,,Gas,1,197,Primary/Secondary Classroom,10914.5946,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 101,30/04/15 23:00,1/5/2014 0:00,87,,,,Office,92994,,temporary.epw,temporary.ddy
BUILDING ID 102,30/11/15 23:00,1/12/2014 0:00,,Gas,3,956,Primary/Secondary Classroom,93764.3329,1919-1945,temporary.epw,temporary.ddy
BUILDING ID 103,30/11/15 23:00,1/12/2014 0:00,,Gas,2,333,Primary/Secondary Classroom,18201.7549,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 104,30/11/15 23:00,1/12/2014 0:00,,Gas,1,456,Primary/Secondary Classroom,35768.4397,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 105,30/11/15 23:00,1/12/2014 0:00,,Gas,1,193,Primary/Secondary Classroom,13788.5559,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 106,31/12/15 23:00,1/1/2015 0:00,,,,,Office,21618,1887,temporary.epw,temporary.ddy
BUILDING ID 107,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,87661,,temporary.epw,temporary.ddy
BUILDING ID 108,30/11/15 23:00,1/12/2014 0:00,,Gas,1,402,Primary/Secondary Classroom,23293.0796,post 1976,temporary.epw,temporary.ddy
BUILDING ID 109,31/12/13 23:00,1/1/2013 0:00,,,,,College Classroom,5119.31084,,temporary.epw,temporary.ddy
BUILDING ID 110,30/11/15 23:00,1/12/2014 0:00,,Gas,2,287,Primary/Secondary Classroom,15801.4052,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 111,30/04/15 23:00,1/5/2014 0:00,88,,,,Office,84365,,temporary.epw,temporary.ddy
BUILDING ID 112,30/11/15 23:00,1/12/2014 0:00,,Gas,4,1500,Primary/Secondary Classroom,128682.4245,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 113,30/11/15 23:00,1/12/2014 0:00,,Gas,3,362,Primary/Secondary Classroom,37264.6218,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 114,30/11/15 23:00,1/12/2014 0:00,,Gas,1,12,Office,11872.5817,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 115,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,40492,1975,temporary.epw,temporary.ddy
BUILDING ID 116,30/11/15 23:00,1/12/2014 0:00,,Gas,1,464,Primary/Secondary Classroom,23842.0385,1919-1945,temporary.epw,temporary.ddy
BUILDING ID 117,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,41302,1975,temporary.epw,temporary.ddy
BUILDING ID 118,30/11/15 23:00,1/12/2014 0:00,,Gas,2,197,Primary/Secondary Classroom,14972.5849,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 119,30/11/15 23:00,1/12/2014 0:00,,Gas,2,875,Primary/Secondary Classroom,120566.4439,1919-1945,temporary.epw,temporary.ddy
BUILDING ID 120,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,61439,1903,temporary.epw,temporary.ddy
BUILDING ID 121,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,48519,,temporary.epw,temporary.ddy
BUILDING ID 122,30/11/15 23:00,1/12/2014 0:00,,Gas,3,1695,Primary/Secondary Classroom,139112.6436,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 123,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,124521,1967,temporary.epw,temporary.ddy
BUILDING ID 124,30/11/15 23:00,1/12/2014 0:00,,Gas,3,34,Dormitory,7588.5495,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 125,30/04/15 23:00,1/5/2014 0:00,83,,,,Office,37096,,temporary.epw,temporary.ddy
BUILDING ID 126,30/11/15 23:00,1/12/2014 0:00,,Gas,3,524,Primary/Secondary Classroom,28976.4188,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 127,30/11/15 23:00,1/12/2014 0:00,,Gas,3,1140,Primary/Secondary Classroom,121470.6115,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 128,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,41236,1975,temporary.epw,temporary.ddy
BUILDING ID 129,30/11/15 23:00,1/12/2014 0:00,,Gas,1,392,Primary/Secondary Classroom,23605.2327,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 130,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,179167,1971,temporary.epw,temporary.ddy
BUILDING ID 131,31/12/13 23:00,1/1/2013 0:00,,,,,Office,18103.80341,,temporary.epw,temporary.ddy
BUILDING ID 132,30/11/15 23:00,1/12/2014 0:00,,Gas,2,403,Primary/Secondary Classroom,23153.1489,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 133,30/11/15 23:00,1/12/2014 0:00,,Gas,1,389,Primary/Secondary Classroom,17050.0176,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 134,30/04/15 23:00,1/5/2014 0:00,46,,,,Dormitory,230747,,temporary.epw,temporary.ddy
BUILDING ID 135,31/12/13 23:00,1/1/2013 0:00,,,,,College Classroom,137744.5519,,temporary.epw,temporary.ddy
BUILDING ID 136,30/11/15 23:00,1/12/2014 0:00,,Gas,3,856,Primary/Secondary Classroom,94657.7366,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 137,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,168791,1946,temporary.epw,temporary.ddy
BUILDING ID 138,30/11/15 23:00,1/12/2014 0:00,,Gas,16,,Dormitory,62893.4677,1960,temporary.epw,temporary.ddy
BUILDING ID 139,30/11/15 23:00,1/12/2014 0:00,,Gas,2,219,Primary/Secondary Classroom,17189.9483,pre 1919,temporary.epw,temporary.ddy
BUILDING ID 140,30/11/15 23:00,1/12/2014 0:00,,Gas,4,,Primary/Secondary Classroom,30612.5316,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 141,30/11/15 23:00,1/12/2014 0:00,,Gas,1,149,Primary/Secondary Classroom,13939.2505,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 142,30/04/15 23:00,1/5/2014 0:00,,,,,Office,72709,,temporary.epw,temporary.ddy
BUILDING ID 143,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,124289,1904,temporary.epw,temporary.ddy
BUILDING ID 144,30/11/15 23:00,1/12/2014 0:00,,Biomass,2,1400,Primary/Secondary Classroom,155807.4525,2013,temporary.epw,temporary.ddy
BUILDING ID 145,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,166814,1929,temporary.epw,temporary.ddy
BUILDING ID 146,30/11/15 23:00,1/12/2014 0:00,,,,,College Classroom,15715.294,1948,temporary.epw,temporary.ddy
BUILDING ID 147,30/11/15 23:00,1/12/2014 0:00,,Gas,4,1598,Primary/Secondary Classroom,102429.2724,1919-1945,temporary.epw,temporary.ddy
BUILDING ID 148,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,44203,1950,temporary.epw,temporary.ddy
BUILDING ID 149,30/11/15 23:00,1/12/2014 0:00,,Gas,2,909,Primary/Secondary Classroom,68695.2098,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 150,31/12/12 23:00,1/1/2012 0:00,,,,,Office,137297,1917,temporary.epw,temporary.ddy
BUILDING ID 151,30/11/15 23:00,1/12/2014 0:00,,District Heating,7,188,Office,33960.1045,1900,temporary.epw,temporary.ddy
BUILDING ID 152,30/11/15 23:00,1/12/2014 0:00,,Gas,1,230,Primary/Secondary Classroom,12927.4439,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 153,30/11/15 23:00,1/12/2014 0:00,,,,,Office,16985.4342,1978,temporary.epw,temporary.ddy
BUILDING ID 154,30/04/15 23:00,1/5/2014 0:00,,,,,Office,47578,,temporary.epw,temporary.ddy
BUILDING ID 155,30/04/15 23:00,1/5/2014 0:00,85,,,,Office,56569,,temporary.epw,temporary.ddy
BUILDING ID 156,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,93313,,temporary.epw,temporary.ddy
BUILDING ID 157,31/12/15 23:00,1/1/2015 0:00,,,,,Office,131797,1968,temporary.epw,temporary.ddy
BUILDING ID 158,30/11/15 23:00,1/12/2014 0:00,,Gas,3,1395,Primary/Secondary Classroom,121061.5833,1967-1976,temporary.epw,temporary.ddy
BUILDING ID 159,30/11/15 23:00,1/12/2014 0:00,,Gas,2,124,Primary/Secondary Classroom,17103.8371,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 160,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,93500,,temporary.epw,temporary.ddy
BUILDING ID 161,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,216526,1967,temporary.epw,temporary.ddy
BUILDING ID 162,30/04/15 23:00,1/5/2014 0:00,91,,,,Office,80205,,temporary.epw,temporary.ddy
BUILDING ID 163,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,18342,1960,temporary.epw,temporary.ddy
BUILDING ID 164,30/11/15 23:00,1/12/2014 0:00,,Gas,1,214,Primary/Secondary Classroom,15413.9048,post 1976,temporary.epw,temporary.ddy
BUILDING ID 165,30/11/15 23:00,1/12/2014 0:00,,Gas,2,133,Office,19428.8395,1919-1945,temporary.epw,temporary.ddy
BUILDING ID 166,31/12/15 23:00,1/1/2015 0:00,,,,,College Laboratory,9552,1961,temporary.epw,temporary.ddy
BUILDING ID 167,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,20291,1925,temporary.epw,temporary.ddy
BUILDING ID 168,30/11/15 23:00,1/12/2014 0:00,,Gas,2,262,Primary/Secondary Classroom,19041.3391,post 1976,temporary.epw,temporary.ddy
BUILDING ID 169,30/04/15 23:00,1/5/2014 0:00,47,,,,Office,28991,,temporary.epw,temporary.ddy
BUILDING ID 170,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,39538,1953,temporary.epw,temporary.ddy
BUILDING ID 171,30/11/15 23:00,1/12/2014 0:00,,Gas,8,,Dormitory,83108.0719,1995,temporary.epw,temporary.ddy
BUILDING ID 172,30/11/15 23:00,1/12/2014 0:00,,Gas,2,,Office,7416.3271,Post 1976,temporary.epw,temporary.ddy
BUILDING ID 173,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,80325,,temporary.epw,temporary.ddy
BUILDING ID 174,30/11/15 23:00,1/12/2014 0:00,,Gas,2,322,Primary/Secondary Classroom,24251.0667,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 175,30/11/15 23:00,1/12/2014 0:00,,Gas,2,33,Office,4650.0048,post 1976,temporary.epw,temporary.ddy
BUILDING ID 176,30/11/15 23:00,1/12/2014 0:00,,Gas,4,1598,Primary/Secondary Classroom,160037.6652,1945-1966,temporary.epw,temporary.ddy
BUILDING ID 177,31/12/15 23:00,1/1/2015 0:00,,,,,Office,42129,,temporary.epw,temporary.ddy
BUILDING ID 178,31/12/15 23:00,1/1/2015 0:00,,,,,Office,28750,,temporary.epw,temporary.ddy
BUILDING ID 179,30/11/15 23:00,1/12/2014 0:00,,Gas,1,270,Primary/Secondary Classroom,66187.2211,post 1976,temporary.epw,temporary.ddy
BUILDING ID 180,31/12/15 23:00,1/1/2015 0:00,,,,,Office,42214,1985,temporary.epw,temporary.ddy
BUILDING ID 181,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,44352,,temporary.epw,temporary.ddy
BUILDING ID 182,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,78268,1964,temporary.epw,temporary.ddy
BUILDING ID 183,30/04/15 23:00,1/5/2014 0:00,94,,,,Office,131745,,temporary.epw,temporary.ddy
BUILDING ID 184,31/12/15 23:00,1/1/2015 0:00,,,,,Office,29778,,temporary.epw,temporary.ddy
BUILDING ID 185,30/04/15 23:00,1/5/2014 0:00,,,,,Office,119509,,temporary.epw,temporary.ddy
BUILDING ID 186,31/12/15 23:00,1/1/2015 0:00,,,,,Office,87977,1947,temporary.epw,temporary.ddy
BUILDING ID 187,30/11/15 23:00,1/12/2014 0:00,,,,,Office,24681.6227,1970,temporary.epw,temporary.ddy
BUILDING ID 188,31/12/15 23:00,1/1/2015 0:00,,,,,Office,11524,1994,temporary.epw,temporary.ddy
BUILDING ID 189,31/10/15 23:00,1/11/2014 0:00,,,,1947,Office,92121,,temporary.epw,temporary.ddy
BUILDING ID 190,31/12/15 23:00,1/1/2015 0:00,,,,,Primary/Secondary Classroom,16744,,temporary.epw,temporary.ddy
BUILDING ID 191,31/12/15 23:00,1/1/2015 0:00,,,,,Office,74180,1930,temporary.epw,temporary.ddy
BUILDING ID 192,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,18277,1965,temporary.epw,temporary.ddy
BUILDING ID 193,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,98624,1866,temporary.epw,temporary.ddy
BUILDING ID 194,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,49108,1951,temporary.epw,temporary.ddy
BUILDING ID 195,31/12/15 23:00,1/1/2015 0:00,,,,,College Classroom,25139,1970,temporary.epw,temporary.ddy
BUILDING ID 196,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,553210,2009,temporary.epw,temporary.ddy
BUILDING ID 197,30/11/15 23:00,1/12/2014 0:00,,Gas,3,293,Office,152470.6435,Pre 1919,temporary.epw,temporary.ddy
BUILDING ID 198,30/04/15 23:00,1/5/2014 0:00,,,,,Office,87187,,temporary.epw,temporary.ddy
BUILDING ID 199,31/12/15 23:00,1/1/2015 0:00,,,,,Dormitory,48881,1902,temporary.epw,temporary.ddy
BUILDING ID 200,30/04/15 23:00,1/5/2014 0:00,86,,,,Office,94988,,temporary.epw,temporary.ddy
